case_number,year,type,country,age,species_,month,fatal,sex
1973.09.14,1973,Unprovoked,bahamas,11,7' to 8' bull shark,Sep,N,M
1973.09.09,1973,Unprovoked,mexico,37,White shark,Sep,Y,M
1973.03.00,1973,Unprovoked,south africa,26,"2 m shark, possibly a dusky or blacktip shark",Mar,N,M
1972.12.26,1972,Unprovoked,mozambique,25,2 m to 3 m shark,Dec,N,M
1972.06.10,1972,Unprovoked,usa,22,4.5' shark,Jun,N,M
1972.05.28,1972,Unprovoked,usa,32,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",May,N,M
1972.02.20,1972,Unprovoked,australia,18,7' shark,Feb,N,M
1972.01.01.b,1972,Unprovoked,south africa,30,Zambesi shark,Jan,N,F
1972.01.01.a,1972,Unprovoked,mozambique,24,"White shark, 2.5 m [8.25'] ",Jan,N,M
1971.12.16,1971,Unprovoked,south africa,16,"White shark, 3 m [10']rk",Dec,N,F
1971.10.23,1971,Unprovoked,usa,18,5' to 6' shark,Oct,N,M
1971.10.14,1971,Unprovoked,south africa,25,1.5 m to 2 m shark,Oct,N,M
1971.10.02,1971,Unprovoked,usa,30,"White shark, 5 m to 6 m [16.5' to 20']  ",Oct,N,M
1971.09.07,1971,Unprovoked,croatia,34,White shark,Sep,Y,M
1971.08.21,1971,Provoked,australia,26,"Grey nurse shark, 11'",Aug,N,M
1971.06.30,1971,Unprovoked,south africa,21,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",Jun,N,M
1971.04.11,1971,Unprovoked,south africa,>50,White shark according to tooth pattern and witnesses,Apr,Y,M
1971.03.30,1971,Unprovoked,new zealand,16,"White shark, 4.6 m [15'] ",Mar,N,M
1970.09.28,1970,Unprovoked,micronesia,43,1.8 to 2 m C. albimarginatus,Sep,N,M
1970.06.15,1970,Provoked,south africa,25,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",Jun,N,M
1969.09.06,1969,Unprovoked,usa,53,"White shark, 4.3 m 4.9 m [14' to 16'] ",Sep,N,M
1969.08.01,1969,Unprovoked,usa,13,4' shark,Aug,N,M
1969.05.24,1969,Provoked,usa,23,Nurse shark,May,N,M
1969.03.09,1969,Unprovoked,usa,16,"White shark, identified by tooth fragments in surfboard",Mar,N,M
1969.02.17.R,1969,Provoked,australia,49,7-gill shark,Feb,N,M
1968.12.26,1968,Provoked,australia,27,"Grey nurse shark, 10' ",Dec,N,M
1968.12.25,1968,Unprovoked,new zealand,17,White shark,Dec,N,M
1968.09.15,1968,Unprovoked,new zealand,24,"White shark, 4.3 m [14'], (tooth fragment recovered)",Sep,Y,M
1968.08.08,1968,Unprovoked,columbia,18,2 m shark,Aug,N,M
1968.07.27,1968,Unprovoked,usa,25,"White shark, 4 m [13'] ",Jul,N,M
1968.07.16,1968,Unprovoked,usa,33,4m [13'] shark,Jul,N,M
1968.04.29,1968,Invalid,usa,63,Shark involvement not confirmed,Apr,,M
1968.03.25,1968,Unprovoked,south africa,35,1.5 m to 1.8m [5' to 6'] shark,Mar,N,M
1968.03.00,1968,Invalid,usa,28,Invalid,Mar,,M
1968.02.04,1968,Unprovoked,australia,26,"Bronze whaler shark, 3 m [10'] ",Feb,N,M
1967.12.30,1967,Unprovoked,south africa,22,1.5 m to 1.8 m [5' to 6'] shark,Dec,N,M
1967.10.17,1967,Unprovoked,usa,19,small blacktip shark,Oct,N,M
1967.08.27,1967,Provoked,usa,24,5' blue shark,Aug,N,M
1967.08.19,1967,Unprovoked,australia,23,White shark,Aug,Y,M
1967.08.10,1967,Invalid,australia,? & 19,Shark involvement prior to death was not confirmed,Aug,,M
1967.08.07,1967,Unprovoked,usa,15,"Nurse shark, 106 cm, 28-lb, male ",Aug,N,M
1967.08.00.b,1967,Unprovoked,bahamas,41,1.5 m to 1.8 m [5' to 6'] sandbar shark,Aug,N,M
1967.06.13,1967,Provoked,usa,26,"Nurse shark, 1 m ",Jun,N,M
1967.03.19,1967,Unprovoked,south africa,32,"White shark, 3 m [10'] ",Mar,N,M
1967.03.12,1967,Provoked,australia,36,Grey nurse shark,Mar,N,M
1967.03.09,1967,Unprovoked,new zealand,21,Thought to involve a white shark,Mar,Y,M
1966.10.30,1966,Unprovoked,papua new guinea,13,3.7 m [12'] shark,Oct,Y,F
1966.10.29,1966,Unprovoked,papua new guinea,8,3.7 m [12'] shark,Oct,Y,F
1966.09.27,1966,Unprovoked,australia,32,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",Sep,N,M
1966.09.10,1966,Unprovoked,australia,43,"Mako shark, 1.9 m [6.5'] ",Sep,N,M
1966.08.21.b,1966,Unprovoked,new britain,13,A pack of 6 sharks,Aug,Y,F
1966.08.21.a,1966,Unprovoked,new britain,9,A pack of 6 sharks,Aug,Y,F
1966.08.00.b,1966,Invalid,usa,26,Invalid,Aug,,M
1966.08.00.a,1966,Unprovoked,usa,8,Spinner or blacktip sharks,Aug,N,M
1966.07.19,1966,Provoked,usa,34,4' shark,Jul,N,M
1966.07.03,1966,Invalid,usa,46,Invalid,Jul,,M
1966.06.22,1966,Provoked,usa,15,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",Jun,N,M
1966.06.11,1966,Provoked,usa,18,1.2 m [4'] hammerhead shark,Jun,N,M
1966.06.04,1966,Unprovoked,usa,18,a small shark,Jun,N,M
1966.05.16.b,1966,Invalid,usa,24,Invalid,May,,M
1966.02.27,1966,Unprovoked,australia,13,"White shark, 2.5 m [8.25'], an immature female, previously injured",Feb,N,M
1966.01.29,1966,Provoked,south africa,33,Copper shark,Jan,N,M
1966.01.22,1966,Unprovoked,usa,29,"White shark, 3 m [10'] ",Jan,N,M
1966.01.11,1966,Unprovoked,south africa,16,1.5 m to 1.8 m [5' to 6'] Zambesi shark,Jan,N,M
1966.01.09,1966,Unprovoked,south africa,15,"1.8 m to 2 m [6' to 6'9""] shark",Jan,N,M
1966.01.05,1966,Unprovoked,usa,35,Hammerhead shark,Jan,N,M
1966.00.00,1966,Invalid,usa,15,Shark involvement not confirmed,,,F
1965.11.03.a,1965,Unprovoked,australia,24,"Grey nurse shark, 2.4 m [8'] ",Nov,N,M
1965.04.25,1965,Invalid,usa,19,Invalid,Apr,,M
1965.04.10,1965,Unprovoked,usa,28,"White shark, 10' to 12' ",Apr,N,M
1965.04.04.b,1965,Unprovoked,palau,8,"Tiger shark, tooth fragment recovered",Apr,N,M
1965.04.04.a,1965,Unprovoked,usa,17,Blacktip or spinner shark,Apr,N,M
1965.03.14,1965,Unprovoked,usa,16,Mako shark,Mar,N,M
1965.02.14,1965,Unprovoked,south africa,25,"1.8 m [6'], 136-kg [300-lb] shark ",Feb,N,M
1965.02.04,1965,Unprovoked,usa,18,1.2 m [4'] shark,Feb,N,M
1965.01.23,1965,Unprovoked,south africa,22,"White shark, 3.7 m [12'] ",Jan,N,M
1964.12.25,1964,Unprovoked,south africa,19,Raggedtooth shark ,Dec,N,M
1964.12.09,1964,Unprovoked,papua new guinea,28,2.1 m [7'] shark,Dec,N,M
1964.11.29,1964,Unprovoked,australia,25,"White shark, 2.4 m [8'] ",Nov,N,M
1964.10.04,1964,Unprovoked,australia,19,"Grey nurse shark, 1.8 m [6']",Oct,N,M
1964.09.07,1964,Unprovoked,taiwan,20,1.8 m [6'] shark,Sep,N,M
1964.08.23,1964,Unprovoked,mexico,19,1.8 to 2.4 m [6' to 8'] shark,Aug,N,M
1964.08.22,1964,Invalid,usa,18,Invalid,Aug,,M
1964.08.08,1964,Unprovoked,usa,28,Hammerhead shark,Aug,N,M
1964.06.28,1964,Invalid,usa,29,Shark involvement prior to death was not confirmed,Jun,,F
1964.06.02,1964,Invalid,south africa,40,Shark involvement prior to death was not confirmed,Jun,,M
1964.05.08,1964,Unprovoked,fiji,35,Tiger shark,May,Y,M
1964.03.05,1964,Unprovoked,usa,38,1.7 m [5.5'] shark,Mar,N,M
1964.02.10,1964,Unprovoked,new zealand,26,"White shark, 3 m [10'] ",Feb,N,M
1964.02.08,1964,Unprovoked,south africa,25,"White shark, 1.5 m [5'] k",Feb,N,M
1964.02.05.a,1964,Unprovoked,new zealand,19,"White shark, 3 m to 3.7 m [10' to 12'] ",Feb,Y,M
1964.02.02,1964,Invalid,australia,23,Shark involvement prior to death was not confirmed,Feb,,M
1964.01.11,1964,Unprovoked,usa,21,White shark (tooth fragment recovered),Jan,N,M
1963.12.29,1963,Unprovoked,south africa,20,"Zambesi shark, 1.8 m [6'] ",Dec,N,F
1963.12.26.b,1963,Unprovoked,south africa,24,1.8 m [6']  shark,Dec,N,M
1963.12.22.a,1963,Provoked,south africa,13,"Dusky shark, 1 m ",Dec,N,M
1963.12.20.a,1963,Unprovoked,south africa,15,300- to 400-lb Zambesi shark,Dec,Y,M
1963.12.08,1963,Unprovoked,australia,23,White shark,Dec,N,M
1963.11.30.b,1963,Unprovoked,new zealand,20,Possibly a broadnose 7-gill shark,Nov,N,M
1963.11.30.a,1963,Provoked,papua new guinea,18,Tiger shark,Nov,N,F
1963.11.28,1963,Unprovoked,fiji,21,>1.2 m [4'] tiger shark,Nov,N,F
1963.11.04,1963,Unprovoked,palau,35,Dooley believed his Injury was caused by stingray (Dasyatidae family),Nov,N,M
1963.10.16,1963,Unprovoked,usa,28,500-lb shark,Oct,N,M
1963.09.22,1963,Unprovoked,solomon islands,30,5.5 m [18'] shark,Sep,Y,M
1963.09.13,1963,Provoked,australia,18,1.5 m [5'] shark,Sep,N,M
1963.09.10,1963,Provoked,usa,16,"Nurse shark, 1.2 m [4'] ",Sep,N,M
1963.07.28,1963,Unprovoked,federated states of micronesia,26,Tiger shark,Jul,N,M
1963.06.01.b,1963,Unprovoked,greece,42,"White shark, 3 m ",Jun,Y,F
1963.06.01.a,1963,Provoked,papua new guinea,30,1.8 m [6'] shark,Jun,N,M
1963.04.20,1963,Unprovoked,usa,25,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",Apr,Y,M
1963.04.12,1963,Unprovoked,usa,15,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,Apr,N,M
1963.02.24,1963,Unprovoked,australia,18,"Bronze whaler shark, 3 m [10'] ",Feb,N,M
1963.02.08,1963,Unprovoked,fiji,28,"White shark, 2.1 m [7'] ",Feb,N,M
1963.01.28,1963,Unprovoked,australia,32,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards",Jan,Y,F
1963.01.26,1963,Invalid,australia,25,Shark involvement prior to death was not confirmed,Jan,,M
1963.01.11,1963,Unprovoked,south africa,27,1 m shark,Jan,N,M
1963.01.06,1963,Unprovoked,south africa,24,"Zambesi shark, 2 m [6'9""] ",Jan,N,M
1962.12.09,1962,Unprovoked,australia,16,"White shark, 4.3 m [14'] (or bronze whaler)",Dec,Y,M
1962.11.11,1962,Unprovoked,usa,24,"White shark, 4.3 m to 4.9m [14' to 16']",Nov,N,M
1962.10.25,1962,Unprovoked,mexico,32,2.7 m [9'] shark,Oct,Y,M
1962.09.30,1962,Unprovoked,british west indies,24," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",Sep,N,M
1962.09.02,1962,Unprovoked,italy,28,White shark,Sep,Y,M
1962.08.30.a,1962,Provoked,papua new guinea,49,"""A long thin brown-colored shark""",Aug,N,M
1962.08.29,1962,Provoked,usa,39,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",Aug,N,M
1962.08.19,1962,Unprovoked,usa,40,Unknown,Aug,Y,M
1962.08.12,1962,Unprovoked,usa,24,1.8 m [6'] shark,Aug,N,M
1962.07.19,1962,Provoked,usa,19,Blue shark,Jul,N,M
1962.06.17,1962,Unprovoked,usa,11,1.8 m [6'] shark,Jun,N,M
1962.06.04,1962,Provoked,usa,55," Sevengill  shark, 1.2 m [4'] ",Jun,N,M
1962.04.07,1962,Unprovoked,south africa,13,"Zambesi shark, 1.2 m [4'] ",Apr,N,M
1962.03.24,1962,Unprovoked,papua new guinea,10,Possibly a bronze whaler shark,Mar,Y,M
1962.02.05,1962,Unprovoked,south africa,13,"White shark, 3 m ",Feb,Y,M
1962.02.04,1962,Unprovoked,australia,35,60 cm  shark ,Feb,N,M
1962.01.27,1962,Unprovoked,new zealand,18,1.5 m [5'] shark,Jan,N,M
1962.01.18,1962,Invalid,south africa,40,Shark involvement prior to death was not confirmed,Jan,,M
1962.01.14.c,1962,Unprovoked,usa,29,"White shark, 4 m [13'] ",Jan,N,M
1962.01.14.a,1962,Unprovoked,australia,19,"Bronze whaler shark, 2.1 m [7'] shark",Jan,N,M
1962.01.11.b,1962,Unprovoked,papua new guinea,24,White shark,Jan,N,M
1962.01.11.a,1962,Unprovoked,new zealand,54,"36""  shark",Jan,N,F
1962.01.01,1962,Unprovoked,marshall islands,57,1.8 m [6'] shark,Jan,N,M
1961.12.28.c,1961,Unprovoked,australia,18,3 m [10'] shark,Dec,Y,F
1961.12.28.b,1961,Unprovoked,australia,24,3 m [10'] shark,Dec,N,M
1961.12.28.a,1961,Unprovoked,south africa,18,Zambesi shark,Dec,N,M
1961.12.27,1961,Provoked,australia,23,"Grey nurse shark, 2.4 m [8'] ",Dec,N,M
1961.12.18.a,1961,Unprovoked,australia,22,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,Dec,Y,M
1961.12.13,1961,Unprovoked,australia,17,1.8 m [6'] shark,Dec,N,M
1961.09.24.b,1961,Unprovoked,croatia,19,White shark,Sep,Y,M
1961.08.20,1961,Unprovoked,usa,16,"White shark, 4 m [13'] ",Aug,N,M
1961.08.16,1961,Unprovoked,usa,19,White shark,Aug,N,M
1961.08.02,1961,Unprovoked,usa,38,2.4 m [8'] shark,Aug,N,M
1961.07.29,1961,Provoked,usa,57,"43"" shark",Jul,N,M
1961.07.00.b,1961,Unprovoked,italy,21,"White shark, 4.5 m ",Jul,N,M
1961.05.21,1961,Unprovoked,usa,20,White shark,May,N,M
1961.05.15,1961,Unprovoked,usa,52,"Hammerhead shark, 500-llb ",May,N,M
1961.04.30,1961,Invalid,usa,10,Shark involvement not confirmed,Apr,,M
1961.04.21,1961,Unprovoked,mozambique,37,Zambesi shark,Apr,N,M
1961.04.14,1961,Unprovoked,australia,40," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",Apr,N,M
1961.04.09,1961,Unprovoked,mozambique,38,Zambesi shark,Apr,Y,M
1961.03.18,1961,Unprovoked,australia,24,3 m [10'] shark,Mar,N,M
1961.03.12,1961,Unprovoked,australia,21,"White shark, 3.7 m [12'] ",Mar,N,M
1961.03.09,1961,Unprovoked,north pacific ocean,33,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",Mar,N,M
1961.02.12,1961,Unprovoked,south africa,27,1.5 m [5'] shark,Feb,N,M
1961.02.01.b,1961,Unprovoked,south africa,14,"2.1 m [7'], 90-kg shark",Feb,Y,M
1961.01.22,1961,Unprovoked,south africa,15,White shark,Jan,N,M
1961.01.15,1961,Provoked,australia,27,"Wobbegong shark, 1.5 m [5'] ",Jan,N,M
1961.01.06.c,1961,Unprovoked,south africa,13,"White shark, based on bite pattern",Jan,N,M
1960.12.24,1960,Unprovoked,south africa,25,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",Dec,Y,M
1960.12.20,1960,Unprovoked,australia,33,"Grey nurse shark, 1m ",Dec,N,M
1960.11.27,1960,Unprovoked,australia,41,3' shark,Nov,N,M
1960.08.10,1960,Provoked,usa,15,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",Aug,N,M
1960.07.03,1960,Provoked,usa,41,"""sand shark""",Jul,N,M
1960.06.24,1960,Unprovoked,usa,39,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",Jun,N,M
1960.05.24,1960,Unprovoked,bermuda,25,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",May,N,M
1960.05.19,1960,Unprovoked,usa,16,"White shark, 4 m to 5 m [13' to 16.5'] ",May,N,F
1960.04.30,1960,Unprovoked,south africa,16,"White shark, 2.1 m [7']  based on tooth pattern",Apr,N,M
1960.04.24,1960,Unprovoked,usa,48,"White shark, 4.9 m [16'] ",Apr,N,M
1960.04.14,1960,Invalid,bermuda,"21, 34,24 & 35",Questionable incident,Apr,,M
1960.04.12,1960,Unprovoked,australia,17,"White shark, 3.7 m [12'] ",Apr,N,M
1960.03.31,1960,Unprovoked,usa,42,"1.2 m [4'], possibly  larger shark",Mar,N,M
1960.02.29,1960,Unprovoked,australia,30 & 32,Two 2.1 m [7'] sharks,Feb,N,M
1960.02.27.a,1960,Invalid,usa,36,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",Feb,,M
1960.01.16,1960,Unprovoked,australia,13,Bull shark,Jan,Y,M
1959.11.29,1959,Unprovoked,australia,19,3.5 m [11.5'] shark,Nov,N,M
1959.11.28,1959,Unprovoked,australia,17,"""a small shark""",Nov,N,M
1959.11.22,1959,Unprovoked,australia,19,3 m to 4.3 m [10' to 14'] shark,Nov,N,M
1959.11.10,1959,Unprovoked,usa,21,"Blue shark, 1.5 m [5'] ",Nov,N,M
1959.10.04,1959,Unprovoked,usa,30,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",Oct,N,M
1959.10.00,1959,Unprovoked,fiji,36,"Tiger shark, 1.8 m [6']",Oct,N,M
1959.09.26.b,1959,Sea Disaster,usa,30,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved",Sep,N,M
1959.08.20,1959,Invalid,philippines,10,Shark involvement prior to death was not confirmed,Aug,,M
1959.08.11,1959,Unprovoked,japan,13 or 18,"Blue shark, 3 m [10']",Aug,Y,M
1959.07.28,1959,Unprovoked,usa,25,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description",Jul,N,M
1959.06.14.a,1959,Unprovoked,usa,33,"Reported to involve a White shark, 6 m to 7m [20' to 23'] ",Jun,Y,M
1959.05.07,1959,Unprovoked,usa,18,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",May,Y,M
1959.05.03,1959,Unprovoked,usa,19,"Tiger shark, 3.7 m [12']",May,N,M
1959.02.01,1959,Unprovoked,south africa,14,1.8 to 2.1 m [6' to 7'] shark,Feb,N,M
1959.01.31,1959,Unprovoked,australia,20,"Grey nurse shark, 1.8 m [6']",Jan,N,M
1959.01.17.b,1959,Unprovoked,australia,22,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,Jan,Y,M
1959.01.17.a,1959,Unprovoked,australia,17,1.8 m [6'] shark,Jan,N,M
1959.01.15,1959,Unprovoked,south africa,18,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",Jan,N,M
1958.12.13,1958,Unprovoked,usa,15,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",Dec,Y,M
1958.12.12,1958,Unprovoked,american samoa,22,Tiger shark,Dec,Y,M
1958.11.23,1958,Unprovoked,australia,21,12' shark,Nov,Y,M
1958.09.06,1958,Unprovoked,bahamas,42,200-lb shark,Sep,N,M
1958.07.27.b,1958,Unprovoked,usa,12,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,N,M
1958.07.27.a,1958,Unprovoked,usa,8,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,N,M
1958.07.04.a,1958,Sea Disaster,pacific ocean,31,Sharks averaged 1.8 m [6'] in length,Jul,N,M
1958.07.02,1958,Provoked,usa,20,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",Jul,N,M
1958.07.00.b,1958,Unprovoked,bahamas,36,"Tiger shark, <2 m TL",Jul,N,M
1958.06.26,1958,Provoked,usa,59,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",Jun,N,M
1958.06.24,1958,Unprovoked,usa,17,Tiger shark?,Jun,N,M
1958.04.19,1958,Unprovoked,taiwan,29,"Mako shark, 100-kg [221-lb] ",Apr,N,M
1958.04.05,1958,Unprovoked,south africa,28,3 m [10'] shark,Apr,Y,F
1958.04.03,1958,Unprovoked,south africa,29,3 m [10'] shark,Apr,Y,M
1958.01.19,1958,Unprovoked,australia,14,6' shark,Jan,N,M
1957.12.30,1957,Unprovoked,south africa,14,1.8 m [6'] shark,Dec,N,F
1957.12.23,1957,Unprovoked,south africa,23,>3 m [10'] shark,Dec,Y,M
1957.07.15,1957,Unprovoked,usa,57,White shark,Jul,Y,M
1957.05.11,1957,Unprovoked,australia,28,4.6 m [15'] shark,May,N,M
1957.04.28,1957,Unprovoked,usa,25,White shark,Apr,Y,M
1957.04.22,1957,Provoked,usa,17,4 m [13'] shark,Apr,N,M
1957.04.13,1957,Unprovoked,australia,22,Shark seen feeding on turtle scraps thrown overboard prior to incident.,Apr,N,M
1956.12.26,1956,Unprovoked,papua new guinea,19,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,Dec,Y,M
1956.10.07,1956,Unprovoked,senegal,19,Lemon shark,Oct,N,M
1956.08.15.a,1956,Unprovoked,usa,10,"White shark, 2.7 m [9'] ",Aug,N,M
1956.03.04,1956,Unprovoked,australia,26,3.7 m [12'] shark & may have been another shark nearby,Mar,Y,M
1956.02.26,1956,Unprovoked,australia,15,1.8 m [6'] shark,Feb,Y,M
1955.11.16,1955,Unprovoked,papua new guinea,8,Wobbegong shark,Nov,N,M
1955.08.08,1955,Unprovoked,american samoa,28,Blue shark,Aug,Y,M
1955.02.06,1955,Unprovoked,usa,19,"White shark, 5 m to 6 m [16.5' to 20] ",Feb,N,M
1955.02.05,1955,Unprovoked,australia,25,3.6 m  white shark  (or bronze whaler),Feb,Y,M
1955.01.17,1955,Unprovoked,australia,13,"Bronze whaler shark,3.7 m [12'] ",Jan,Y,M
1954.06.27,1954,Unprovoked,australia,30,2.4 m [8']  shark,Jun,N,M
1954.01.22.a,1954,Unprovoked,argentina,18,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,Jan,N,M
1954.01.15,1954,Unprovoked,papua new guinea,26,14' shark,Jan,N,M
1953.08.00,1953,Invalid,mexico,19,Invalid,Aug,,M
1953.07.26,1953,Unprovoked,usa,15,3 m [10'] shark seen in vicinity,Jul,Y,M
1953.02.15,1953,Unprovoked,australia,25,Wobbegong shark,Feb,N,M
1952.12.21,1952,Unprovoked,australia,25,2.4 m [8'] shark,Dec,N,M
1952.12.07,1952,Unprovoked,usa,17,"White shark,4.6 m [15'] ",Dec,Y,M
1951.12.06,1951,Unprovoked,australia,21,2.4 m [8']  shark,Dec,Y,M
1951.11.29,1951,Unprovoked,south africa,23,"White shark, 1.8 m [6'] ",Nov,N,M
1951.11.28.a,1951,Unprovoked,south africa,24,"White shark, 2.4 m [8'] ",Nov,N,M
1951.03.26,1951,Provoked,australia,23,"Wobbegong shark, 4'",Mar,N,M
1951.02.19,1951,Unprovoked,south africa,31,136-kg [300-lb] shark,Feb,N,M
1950.11.25,1950,Unprovoked,australia,21,"White shark, 3m, seen in area and hooked 3 days later",Nov,N,M
1950.10.08,1950,Unprovoked,usa,31,White shark,Oct,N,M
1950.10.04,1950,Unprovoked,australia,25,4' shark,Oct,N,M
1950.08.06,1950,Provoked,el salvador,27,"1,100-lb shark",Aug,N,M
1950.02.11,1950,Unprovoked,south africa,14,"White shark, 3.7 m [12']  according to witnesses",Feb,Y,M
1950.00.00.i,1950,Unprovoked,indonesia,7 or 8,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",,Y,M
1949.11.20,1949,Unprovoked,australia,36,6' shark,Nov,N,M
1949.04.17,1949,Unprovoked,australia,13,"3.3 m [10'9""] shark",Apr,Y,M
1949.01.23,1949,Unprovoked,australia,20,"White shark, 3.6 m [11'9""] ",Jan,Y,M
1949.01.14,1949,Invalid,australia,32,Invalid,Jan,,M
1948.09.22,1948,Unprovoked,greece,17,Said to be 6.4 m [21'] shark,Sep,Y,M
1948.00.00.d,1948,Provoked,usa,48,Nurse shark,,N,M
1947.12.21,1947,Unprovoked,australia,9,Grey nurse shark,Dec,N,M
1947.08.04,1947,Unprovoked,usa,20,Possibly C. leucas,Aug,Y,M
1947.04.20,1947,Unprovoked,south africa,21,"1.5 m, 45-kg shark",Apr,N,M
1947.03.09,1947,Unprovoked,south africa,22,"Blacktip shark, 2 m [6.75'] ",Mar,N,M
1947.01.05,1947,Unprovoked,south africa,18,>1.6 m shark,Jan,N,M
1946.08.18,1946,Unprovoked,australia,30,4.3 m [14'] shark,Aug,Y,M
1946.02.10.b,1946,Unprovoked,australia,18,"White shark, 4.2 m [13'9""] ",Feb,N,M
1946.01.07,1946,Unprovoked,south africa,18,1.5 m [5'] shark,Jan,N,M
1945.03.06,1945,Unprovoked,south africa,37,Thought to involve a Zambesi shark,Mar,N,M
1945.00.00.a,1945,Unprovoked,iraq,15,Bull shark,,N,M
1944.07.22,1944,Unprovoked,south africa,17,"White shark, according to witnesses",Jul,Y,M
1943.09.23,1943,Unprovoked,panama,20,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",Sep,Y,M
1943.07.00.a,1943,Invalid,mexico,68,Invalid,Jul,,M
1942.12.26,1942,Unprovoked,australia,15,Bull shark,Dec,Y,F
1942.11.01,1942,Unprovoked,south africa,18,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",Nov,Y,M
1942.09.12.a,1942,Unprovoked,australia,24,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Sep,N,M
1942.01.04,1942,Unprovoked,australia,28,"Bull shark, 4 m [13'] ",Jan,Y,F
1942.00.00.f,1942,Unprovoked,bahamas,48,1.2 m to 1.5 m [4' to 5'] shark,,N,M
1941.06.15,1941,Provoked,usa,43,2.1 m [7'] shark,Jun,N,M
1941.03.09,1941,Provoked,usa,53,Mako shark (aka bonito shark) 1.2 m [4'] ,Mar,N,M
1940.03.31,1940,Unprovoked,south africa,25,"White shark, species identity confirmed by tooth pattern",Mar,Y,M
1940.02.22,1940,Unprovoked,south africa,17,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",Feb,Y,M
1940.01.23,1940,Unprovoked,australia,13,3 m [10'] shark,Jan,Y,M
1940.01.07,1940,Unprovoked,south africa,18,2.4 m [8'] shark,Jan,Y,M
1939.12.14,1939,Unprovoked,australia,20,2.6 m [8.5'] shark landed 2 hours later,Dec,Y,M
1939.07.16,1939,Provoked,bahamas,38,"Nurse shark, 2.1 m [7']",Jul,N,M
1938.10.05,1938,Provoked,australia,18,"Tiger shark, 6'",Oct,N,M
1938.05.15,1938,Unprovoked,iraq,9 or 10,Bull shark,May,N,M
1938.01.14,1938,Invalid,australia,24,Questionable incident,Jan,,M
1937.10.27.b,1937,Unprovoked,australia,25,Tiger shark,Oct,Y,M
1937.10.27.a,1937,Unprovoked,australia,18,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",Oct,Y,M
1937.08.31,1937,Unprovoked,australia,38,"Tiger shark, 9' to 10' ",Aug,N,M
1937.05.15,1937,Unprovoked,australia,33,2 days later a 600-lb shark was caught 100 yards from the site,May,Y,M
1937.02.13,1937,Unprovoked,australia,32,White shark,Feb,Y,M
1936.07.25,1936,Unprovoked,usa,16,White shark (identified by Dr. Hugh Smith) ,Jul,Y,M
1936.04.22,1936,Unprovoked,australia,16,"Tiger shark, 4.6 m [15'] ",Apr,N,M
1936.02.04,1936,Unprovoked,australia,14,White shark,Feb,Y,M
1936.01.22,1936,Unprovoked,australia,13,White shark,Jan,Y,M
1935.08.26,1935,Unprovoked,australia,38,3.7 m [12'] shark,Aug,Y,M
