,case_number,year,type,country,age,species_,month,fatal,sex,species_shark,edad_ataques
605,2008.04.17,2008.0,Invalid,australia,19.0,Shark involvement not confirmed; thought to be a barracuda bite,Apr,,M,Unspecified,joven
606,2008.04.15,2008.0,Unprovoked,usa,30.0,1.5' to 2' shark,Apr,N,M,Unspecified,joven
607,2008.04.08,2008.0,Unprovoked,australia,16.0,Bull shark,Apr,Y,M,Bull,joven
608,2008.03.28.b,2008.0,Unprovoked,usa,52.0,4' to 5' shark,Mar,N,M,Unspecified,adulto
609,2008.03.23,2008.0,Unprovoked,usa,13.0,2.5' shark,Mar,N,M,Unspecified,joven
610,2008.03.15,2008.0,Unprovoked,usa,8.0,Shark involvement not confirmed,Mar,N,M,Unspecified,joven
611,2008.03.07,2008.0,Unprovoked,usa,27.0,White shark,Mar,N,M,White,joven
612,2008.02.24,2008.0,Unprovoked,bahamas,49.0,"A bull shark, according to some of the divers on the boat",Feb,Y,M,Bull,adulto
613,2008.01.27,2008.0,Provoked,australia,20.0,"Mako shark, 90kg",Jan,N,M,Unspecified,joven
614,2007.12.18,2007.0,Unprovoked,australia,31.0,2 m shark,Dec,N,M,Unspecified,joven
615,2007.12.14,2007.0,Invalid,australia,34.0,Not a shark attack; it was a hoax,Dec,,M,Unspecified,adulto
616,2007.12.10,2007.0,Unprovoked,usa,52.0,Tiger shark,Dec,N,M,Tiger,adulto
617,2007.11.07,2007.0,Unprovoked,south africa,14.0,1.5 to 2 m shark,Nov,N,M,Unspecified,joven
618,2007.11.06,2007.0,Unprovoked,usa,21.0,4' to 5' shark,Nov,N,M,Unspecified,joven
619,2007.11.04,2007.0,Unprovoked,usa,42.0,5' shark,Nov,N,M,Unspecified,adulto
620,2007.11.03,2007.0,Unprovoked,south africa,37.0,"White shark, 3m to 4m",Nov,N,M,White,adulto
621,2007.10.29,2007.0,Unprovoked,usa,32.0,Tiger shark,Oct,N,M,Tiger,adulto
622,2007.10.15,2007.0,Unprovoked,australia,52.0,"White shark, 2.5m ",Oct,N,F,White,adulto
623,2007.10.13,2007.0,Unprovoked,australia,31.0,Bronze whaler shark,Oct,N,M,Unspecified,joven
624,2007.10.07,2007.0,Unprovoked,usa,22.0,3' to 4' shark,Oct,N,M,Unspecified,joven
625,2007.10.06,2007.0,Unprovoked,usa,16.0,"Blacktip shark, 5'",Oct,N,M,Unspecified,joven
626,2007.09.30.a,2007.0,Unprovoked,new caledonia,23.0,Tiger shark,Sep,Y,F,Tiger,joven
627,2007.09.28,2007.0,Unprovoked,bahamas,48.0,Caribbean reef shark,Sep,N,F,Unspecified,adulto
628,2007.09.27.a,2007.0,Unprovoked,egypt,,Oceanic whitetip sharks were in the vicinity,Sep,N,F,White,
629,2007.09.20,2007.0,Unprovoked,usa,23.0,3' shark,Sep,N,M,Unspecified,joven
630,2007.09.16.a,2007.0,Unprovoked,usa,,9.5' shark?,Sep,N,F,Unspecified,
631,2007.09.13,2007.0,Unprovoked,usa,14.0,"Nurse shark, 2' to 3' ",Sep,N,M,Unspecified,joven
632,2007.09.03.b,2007.0,Unprovoked,usa,12.0,"18"" to 24"" shark",Sep,N,F,Unspecified,joven
633,2007.09.03.a,2007.0,Unprovoked,usa,58.0,Possibly a spinner shark,Sep,N,M,Unspecified,mayor
634,2007.08.28.b,2007.0,Unprovoked,usa,15.0,"Tiger shark, 10' to 12' ",Aug,N,M,Tiger,joven
635,2007.08.28.a,2007.0,Unprovoked,usa,24.0,"White shark, 12'",Aug,N,M,White,joven
636,2007.08.26,2007.0,Unprovoked,usa,54.0,3' shark,Aug,N,M,Unspecified,adulto
637,2007.08.25,2007.0,Unprovoked,usa,27.0,3' shark,Aug,N,M,Unspecified,joven
638,2007.08.19.b,2007.0,Unprovoked,usa,16.0,4' to 5' shark,Aug,N,M,Unspecified,joven
639,2007.08.15,2007.0,Unprovoked,usa,20.0,Possibly a 6' bull shark,Aug,N,M,Bull,joven
640,2007.08.12,2007.0,Unprovoked,usa,15.0, ,Aug,N,F,Unspecified,joven
641,2007.08.07,2007.0,Unprovoked,usa,19.0,Possibly a 10' bull shark,Aug,N,F,Bull,joven
642,2007.07.19.b,2007.0,Unprovoked,usa,36.0, ,Jul,N,M,Unspecified,adulto
643,2007.07.19.a,2007.0,Unprovoked,australia,15.0,"Bronze whaler shark, 1.5 m ",Jul,N,M,Unspecified,joven
644,2007.07.18.b,2007.0,Unprovoked,usa,14.0,2' to 3' shark,Jul,N,M,Unspecified,joven
645,2007.07.17.b,2007.0,Invalid,usa,43.0,Shark involvement not confirmed,Jul,,F,Unspecified,adulto
646,2007.07.17.a,2007.0,Unprovoked,usa,30.0,5' shark,Jul,N,F,Unspecified,joven
647,2007.07.10,2007.0,Unprovoked,bahamas,48.0,"Bull shark, 5' ",Jul,N,F,Bull,adulto
648,2007.06.25,2007.0,Unprovoked,usa,20.0,4' shark,Jun,N,M,Unspecified,joven
649,2007.06.17,2007.0,Invalid,usa,9.0,Shark involvement not confirmed,Jun,,F,Unspecified,joven
650,2007.05.24,2007.0,Provoked,usa,40.0,A 10-year-old 94-pound pregnant blacktip reef shark,May,N,F,Unspecified,adulto
651,2007.05.17.R,2007.0,Provoked,england,38.0,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length",May,N,M,Unspecified,adulto
652,2007.05.16,2007.0,Unprovoked,australia,38.0,2.5 m shark,May,N,F,Unspecified,adulto
653,2007.05.12,2007.0,Unprovoked,australia,19.0,10' shark,May,N,M,Unspecified,joven
654,2007.05.10,2007.0,Unprovoked,usa,21.0,4' to 5' shark,May,N,F,Unspecified,joven
655,2007.05.08,2007.0,Invalid,australia,45.0,Shark involvement prior to death was not confirmed,May,,M,Unspecified,adulto
656,2007.05.07.b,2007.0,Unprovoked,usa,63.0,"Tiger shark, 14' ",May,N,F,Tiger,mayor
657,2007.05.07.a,2007.0,Unprovoked,usa,28.70969899665552,6' to 8' shark,May,N,M,Unspecified,mayor
658,2007.04.26,2007.0,Unprovoked,australia,13.0,"""a small shark""",Apr,N,F,Unspecified,joven
659,2007.04.22,2007.0,Unprovoked,usa,12.0,blacktip or spinner shark,Apr,N,M,Unspecified,joven
660,2007.04.20,2007.0,Unprovoked,usa,24.0,3' to 4' shark,Apr,N,M,Unspecified,joven
661,2007.04.09,2007.0,Unprovoked,new caledonia,26.0,Tiger shark,Apr,N,M,Tiger,joven
662,2007.03.31.b,2007.0,Unprovoked,usa,27.0,3' shark,Mar,N,M,Unspecified,joven
663,2007.03.21,2007.0,Unprovoked,usa,11.0,4' to 5' shark,Mar,N,M,Unspecified,joven
664,2007.03.20,2007.0,Unprovoked,australia,42.0,1.5 m shark,Mar,N,F,Unspecified,adulto
665,2007.03.12,2007.0,Unprovoked,australia,59.0,2 to 2.5 m shark,Mar,N,F,Unspecified,mayor
666,2007.01.25.b,2007.0,Unprovoked,new caledonia,30.0,Tiger shark,Jan,N,M,Tiger,joven
667,2007.01.23,2007.0,Unprovoked,australia,41.0,"White shark, 3m",Jan,N,M,White,adulto
668,2007.01.14,2007.0,Unprovoked,south africa,24.0,Tiger shark,Jan,Y,M,Tiger,joven
669,2007.01.07,2007.0,Invalid,usa,54.0,"24"" to 30"" shark",Jan,,M,Unspecified,adulto
670,2007.01.05,2007.0,Unprovoked,usa,24.0,"6' to 8' shark, possibly a tiger shark",Jan,N,M,Tiger,joven
671,2006.12.18,2006.0,Unprovoked,australia,25.0,2.5 to 3 m shark,Dec,N,M,Unspecified,joven
672,2006.12.11,2006.0,Unprovoked,new zealand,10.0,2 to 3 m shark,Dec,N,M,Unspecified,joven
673,2006.12.10,2006.0,Unprovoked,usa,43.0,"White shark, 12' to 15' ",Dec,N,M,White,adulto
674,2006.12.06,2006.0,Provoked,south africa,25.0,"Raggedtooth shark, 150-kg",Dec,N,M,Unspecified,joven
675,2006.12.02,2006.0,Unprovoked,australia,15.0,"White shark, 5m ",Dec,N,M,White,joven
676,2006.11.11,2006.0,Unprovoked,usa,29.0,2 m to 3 m shark,Nov,N,M,Unspecified,joven
677,2006.10.31,2006.0,Unprovoked,usa,22.0,"White shark, 16' ",Oct,N,M,White,joven
678,2006.10.05,2006.0,Unprovoked,usa,18.0,3' to 3.5' shark,Oct,N,M,Unspecified,joven
679,2006.09.14,2006.0,Unprovoked,usa,55.0,Spinner shark,Sep,N,M,Unspecified,adulto
680,2006.09.04,2006.0,Invalid,australia,44.0,No shark involvement,Sep,,M,Unspecified,adulto
681,2006.09.03.a,2006.0,Unprovoked,usa,33.0,3' shark,Sep,N,M,Unspecified,adulto
682,2006.08.13,2006.0,Unprovoked,south africa,24.0,White shark,Aug,N,M,White,joven
683,2006.07.31.a,2006.0,Unprovoked,usa,41.0,White shark?,Jul,N,M,White,adulto
684,2006.07.28,2006.0,Unprovoked,south africa,19.0,"White shark, 3m to 4m",Jul,N,M,White,joven
685,2006.07.25,2006.0,Unprovoked,usa,14.0, ,Jul,N,M,Unspecified,joven
686,2006.07.17,2006.0,Unprovoked,usa,49.0,"Angel shark, 1.2m ",Jul,N,M,Unspecified,adulto
687,2006.07.08.b,2006.0,Unprovoked,usa,14.0,5' to 6' spinner or bull shark,Jul,N,F,Bull,joven
688,2006.06.20,2006.0,Unprovoked,usa,22.0,Possibly a 1' to 3' blacktip or spinner shark,Jun,N,F,Unspecified,joven
689,2006.06.15,2006.0,Unprovoked,usa,24.0,2' to 3' shark,Jun,N,M,Unspecified,joven
690,2006.06.07,2006.0,Unprovoked,usa,7.0,3' to 4' shark,Jun,N,F,Unspecified,joven
691,2006.06.05,2006.0,Unprovoked,australia,40.0,14' white shark,Jun,N,M,White,adulto
692,2006.05.31,2006.0,Unprovoked,usa,26.0,"Tiger shark, 8' to 12'",May,N,M,Tiger,joven
693,2006.05.24,2006.0,Provoked,usa,15.0,"Grey reef shark, 5' to 8' ",May,N,M,Grey,joven
694,2006.05.19,2006.0,Unprovoked,usa,,"Tiger shark, 10' to 12'",May,N,F,Tiger,
695,2006.05.02,2006.0,Provoked,australia,46.0,"Wobbegong shark, 2 m ",May,N,M,Unspecified,adulto
696,2006.04.13,2006.0,Provoked,usa,35.0,"Bull shark, 4' to bull shark",Apr,N,M,Bull,adulto
697,2006.04.11,2006.0,Unprovoked,australia,15.0,"Bronze whaler shark, a  juvenile ",Apr,N,M,Unspecified,joven
698,2006.04.09.b,2006.0,Unprovoked,south africa,15.0,"Raggedtooth shark, 2.5 m to 3 m ",Apr,N,M,Unspecified,joven
699,2006.04.09.a,2006.0,Unprovoked,brazil,35.0,Tiger shark,Apr,N,M,Tiger,adulto
700,2006.03.23,2006.0,Unprovoked,usa,28.0,"Tiger shark, 10'  ",Mar,N,F,Tiger,joven
701,2006.03.19,2006.0,Unprovoked,fiji,21.0,"Tiger shark, 5' ",Mar,N,M,Tiger,joven
702,2006.03.15,2006.0,Unprovoked,australia,15.0,"Bronze whaler shark, 2 m",Mar,N,M,Unspecified,joven
703,2006.02.27,2006.0,Unprovoked,usa,15.0,5' to 7' shark,Feb,N,F,Unspecified,joven
704,2006.02.23,2006.0,Invalid,usa,45.0,Invalid,Feb,,M,Unspecified,adulto
705,2006.02.08,2006.0,Unprovoked,south africa,15.0,Raggedtooth shark,Feb,N,M,Unspecified,joven
706,2006.02.01.b,2006.0,Unprovoked,tonga,24.0,Tiger shark,Feb,Y,F,Tiger,joven
707,2006.02.01.a,2006.0,Boating,usa,57.0,12' to 18' shark,Feb,N,M,Unspecified,adulto
708,2006.01.15,2006.0,Unprovoked,australia,52.0,3.5 m white shark,Jan,N,M,White,adulto
709,2006.01.07,2006.0,Unprovoked,australia,21.0,Bull shark,Jan,Y,F,Bull,joven
710,2006.01.04,2006.0,Unprovoked,usa,21.0,4' shark,Jan,N,M,Unspecified,joven
711,2005.12.24,2005.0,Unprovoked,usa,30.0,White shark,Dec,N,M,White,joven
712,2005.12.21,2005.0,Unprovoked,usa,29.0,Tiger shark,Dec,N,M,Tiger,joven
713,2005.12.11,2005.0,Unprovoked,australia,44.0,Whitetip reef shark,Dec,N,M,White,adulto
714,2005.11.27,2005.0,Unprovoked,usa,23.0,4' shark,Nov,N,M,Unspecified,joven
715,2005.11.25.b,2005.0,Unprovoked,australia,18.0,1.8 m shark,Nov,N,M,Unspecified,joven
716,2005.11.21,2005.0,Unprovoked,usa,,4' shark,Nov,N,M,Unspecified,
717,2005.11.15,2005.0,Provoked,south africa,32.0,"Raggedtooth shark, 2.5m ",Nov,N,M,Unspecified,adulto
718,2005.11.12,2005.0,Unprovoked,usa,18.0,6' shark,Nov,N,M,Unspecified,joven
719,2005.11.02.a,2005.0,Unprovoked,usa,26.0,12' to 14' white shark,Nov,N,M,White,joven
720,2005.10.25,2005.0,Unprovoked,st. maartin,55.0,2' shark,Oct,N,M,Unspecified,adulto
721,2005.10.22,2005.0,Unprovoked,south africa,20.0,3 m shark,Oct,N,M,Unspecified,joven
722,2005.10.21,2005.0,Unprovoked,usa,36.0,White shark,Oct,N,M,White,adulto
723,2005.10.19,2005.0,Unprovoked,usa,20.0,18' white shark,Oct,N,F,White,joven
724,2005.10.13,2005.0,Unprovoked,usa,22.0,"Tiger shark, less than 10'",Oct,N,M,Tiger,joven
725,2005.10.11,2005.0,Unprovoked,grand cayman,57.0,Caribbean reef sharks,Oct,N,F,Unspecified,adulto
726,2005.10.01,2005.0,Unprovoked,south africa,52.0,White shark,Oct,N,M,White,adulto
727,2005.09.24,2005.0,Unprovoked,australia,26.0,14' to 16' white shark,Sep,N,M,White,joven
728,2005.09.23,2005.0,Unprovoked,australia,44.0,Bronze whaler shark,Sep,N,M,Unspecified,adulto
729,2005.09.20,2005.0,Unprovoked,usa,28.70969899665552,3' to 4' shark,Sep,N,F,Unspecified,mayor
730,2005.09.05,2005.0,Unprovoked,usa,18.0,Bull shark,Sep,N,F,Bull,joven
731,2005.09.04.a,2005.0,Unprovoked,australia,40.0,4 m [13'] white shark,Sep,N,M,White,adulto
732,2005.08.24.b,2005.0,Unprovoked,australia,23.0,White shark,Aug,Y,M,White,joven
733,2005.08.24.a,2005.0,Unprovoked,usa,37.0,juvenile white shark,Aug,N,M,White,adulto
734,2005.08.22,2005.0,Invalid,usa,17.0,Shark involvement not confirmed,Aug,,M,Unspecified,joven
735,2005.08.21,2005.0,Unprovoked,usa,8.0,Possibly a sandbar shark or small blacktip shark,Aug,N,M,Unspecified,joven
736,2005.08.12,2005.0,Unprovoked,usa,16.0,1.8 m [6'] shark,Aug,N,M,Unspecified,joven
737,2005.07.22,2005.0,Invalid,usa,25.0,Shark involvement not confirmed,Jul,,M,Unspecified,joven
738,2005.07.15,2005.0,Unprovoked,usa,22.0,[4.5' to 5'] shark,Jul,N,M,Unspecified,joven
739,2005.07.13,2005.0,Unprovoked,usa,14.0,[4' to 5'],Jul,N,F,Unspecified,joven
740,2005.06.27,2005.0,Unprovoked,usa,16.0,Bull shark,Jun,N,M,Bull,joven
741,2005.06.25,2005.0,Unprovoked,usa,14.0,1.8 m [6'] bull shark,Jun,Y,F,Bull,joven
742,2005.06.22,2005.0,Unprovoked,vanuatu,7.0,"On 8/13/2005 anglers from New Zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. It was believed this was the same shark that killed Alysha",Jun,Y,F,Unspecified,joven
743,2005.06.18,2005.0,Invalid,usa,49.0,Invalid,Jun,,M,Unspecified,adulto
744,2005.06.16,2005.0,Unprovoked,usa,20.0,"Unknown, but it was reported that a shark tooth was recovered from the wound",Jun,N,M,Unspecified,joven
745,2005.06.05,2005.0,Invalid,usa,17.0,"Mr. Burgess of ISAF announced the injury was the bite of a 1.8 m [6'], 2- to 3-year old white shark. Subsequent investigation revealed there was  no shark involvement in this incident",Jun,,M,White,joven
746,2005.06.04,2005.0,Unprovoked,south africa,22.0,White shark,Jun,Y,M,White,joven
747,2005.05.28,2005.0,Unprovoked,usa,33.0,"""small shark""",May,N,M,Unspecified,adulto
748,2005.05.25,2005.0,Unprovoked,south africa,32.0,Raggedtooth shark,May,N,M,Unspecified,adulto
749,2005.05.02,2005.0,Unprovoked,usa,47.0,"Tiger shark, 3 m [10']",May,N,M,Tiger,adulto
750,2005.04.25,2005.0,Provoked,australia,25.0,"Mako shark, 1.5 m [5'] ",Apr,N,M,Unspecified,joven
751,2005.04.16.a,2005.0,Unprovoked,australia,40.0,Bronze whaler shark,Apr,N,M,Unspecified,adulto
752,2005.03.28,2005.0,Unprovoked,south africa,32.0,4 m [13'] shark,Mar,N,M,Unspecified,adulto
753,2005.03.19,2005.0,Unprovoked,australia,26.0,6 m [20'] white shark,Mar,Y,M,White,joven
754,2005.03.12,2005.0,Provoked,usa,45.0,"Sandtiger shark, 2.1 m [7'] ",Mar,N,M,Tiger,adulto
755,2005.01.08,2005.0,Boating,new zealand,39.0,White shark,Jan,N,M,White,adulto
756,2004.12.16,2004.0,Unprovoked,australia,18.0,4.5 m & 5 m white shark ,Dec,Y,M,White,joven
757,2004.12.11,2004.0,Unprovoked,australia,38.0,Bull shark,Dec,Y,M,Bull,adulto
758,2004.11.27,2004.0,Unprovoked,south africa,20.0,Raggedtooth shark,Nov,N,M,Unspecified,joven
759,2004.11.15,2004.0,Unprovoked,south africa,28.70969899665552,6 m [20'] white shark,Nov,Y,F,White,mayor
760,2004.11.11.b,2004.0,Unprovoked,usa,38.0,5.5 m [18'] white shark,Nov,N,,White,adulto
761,2004.10.31,2004.0,Unprovoked,cuba,40.0,2.5 m [8.25'] bull shark,Oct,N,M,Bull,adulto
762,2004.10.30.a,2004.0,Unprovoked,south africa,52.0,2 m [6.75'] white shark,Oct,N,M,White,adulto
763,2004.10.21,2004.0,Unprovoked,australia,59.0,"Bronze whaler shark, 2.4 m [8'] ",Oct,N,M,Unspecified,mayor
764,2004.10.09.b,2004.0,Unprovoked,usa,34.0,"Tiger shark, 2.4 m to 3.7 m [8' to 12'] ",Oct,N,M,Tiger,adulto
765,2004.10.09.a,2004.0,Unprovoked,south africa,34.0,"Raggedtooth shark, 1.5 to 2 m [5' to 6.75']",Oct,N,M,Unspecified,adulto
766,2004.10.06,2004.0,Unprovoked,reunion,15.0,Thought to involve a 2.5 m bull or tiger shark,Oct,N,M,Tiger,joven
767,2004.09.20,2004.0,Unprovoked,usa,26.0,White shark,Sep,N,M,White,joven
768,2004.09.04,2004.0,Unprovoked,usa,17.0,2.4 m [8'] shark,Sep,N,F,Unspecified,joven
769,2004.08.21,2004.0,Unprovoked,brazil,24.0,"Tiger shark, 1.5 m ",Aug,N,M,Tiger,joven
770,2004.08.15,2004.0,Unprovoked,usa,50.0,4.9 m to 5.5 m [16' to 18'] white shark,Aug,Y,M,White,adulto
771,2004.08.06,2004.0,Unprovoked,usa,47.0,1.2 m [4'] shark,Aug,N,M,Unspecified,adulto
772,2004.07.27.b,2004.0,Unprovoked,usa,13.0,1.8 m [6'] shark,Jul,N,F,Unspecified,joven
773,2004.07.27.a,2004.0,Unprovoked,usa,19.0,1.2 m to 1.5 m [4' to 5'] shark,Jul,N,F,Unspecified,joven
774,2004.07.25,2004.0,Unprovoked,usa,11.0,Bull shark,Jul,N,M,Bull,joven
775,2004.07.10,2004.0,Unprovoked,australia,30.0,"2 sharks, 4.5 m & 3 m ",Jul,Y,M,Unspecified,joven
776,2004.07.02.a,2004.0,Unprovoked,usa,7.0,4' to 5' shark,Jul,N,M,Unspecified,joven
777,2004.06.26.b,2004.0,Unprovoked,usa,45.0,"9'2"" white shark",Jun,N,M,White,adulto
778,2004.06.10.b,2004.0,Unprovoked,australia,17.0,"Bronze whaler shark, 2.5 m [8.25'] ",Jun,N,M,Unspecified,joven
779,2004.06.10.a,2004.0,Unprovoked,usa,8.0,1.2 m [4'] shark,Jun,N,M,Unspecified,joven
780,2004.06.02,2004.0,Unprovoked,south africa,21.0,White shark,Jun,Y,M,White,joven
781,2004.05.29,2004.0,Unprovoked,usa,16.0,0.9 m to 1.5 m [3' to 5'] shark,May,N,M,Unspecified,joven
782,2004.05.23.b,2004.0,Unprovoked,brazil,17.0,Bull shark,May,N,M,Bull,joven
783,2004.05.28,2004.0,Unprovoked,usa,44.0,2.4 m to 3.7 m [8' to 12'] shark,May,N,M,Unspecified,adulto
784,2004.05.18,2004.0,Provoked,bahamas,63.0,"1,5 m [5'] Caribbean reef shark (Carcharhinus  perezi)",May,N,M,Unspecified,mayor
785,2004.05.04,2004.0,Unprovoked,usa,28.0,"Mako shark, 1.8 m [6']",May,N,M,Unspecified,joven
786,2004.04.07,2004.0,Unprovoked,usa,57.0,Tiger shark,Apr,Y,M,Tiger,adulto
787,2004.04.05,2004.0,Unprovoked,south africa,16.0,5 m [16.5'] white shark,Apr,N,M,White,joven
788,2004.03.31.a,2004.0,Unprovoked,usa,20.0,1.2 m [4'] bull shark,Mar,N,M,Bull,joven
789,2004.03.29,2004.0,Unprovoked,brazil,22.0,bull shark,Mar,N,M,Bull,joven
790,2004.03.27.b,2004.0,Unprovoked,reunion,20.0,2.5 m shark,Mar,N,M,Unspecified,joven
791,2004.03.16,2004.0,Unprovoked,usa,51.0,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Mar,N,M,Tiger,adulto
792,2004.02.26,2004.0,Unprovoked,new zealand,15.0,2 m [6.75'] sevengill  shark,Feb,N,M,Unspecified,joven
793,2004.02.16,2004.0,Invalid,australia,31.0,Shark involvement not confirmed,Feb,,M,Unspecified,joven
794,2004.01.25,2004.0,Unprovoked,australia,46.0,4 m to 5 m [13' to 16.5'] white shark,Jan,N,M,White,adulto
795,2004.01.21.a,2004.0,Unprovoked,venezuela,40.0,"Bull shark, 132-kg [291-lb] ",Jan,N,M,Bull,adulto
796,2003.11.27,2003.0,Unprovoked,south africa,21.0,"Tiger shark, 4 m [13']  ?",Nov,Y,M,Tiger,joven
797,2003.11.22,2003.0,Unprovoked,usa,35.0,4' shark,Nov,N,F,Unspecified,adulto
798,2003.10.31.c,2003.0,Unprovoked,usa,18.0,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,Unspecified,joven
799,2003.10.31.b,2003.0,Unprovoked,australia,22.0,"1.5 m [5'] shark, either a bronze whaler or a grey nurse shark",Oct,N,M,Grey,joven
800,2003.10.31.a,2003.0,Unprovoked,usa,13.0,"Tiger shark, 14' ",Oct,N,F,Tiger,joven
801,2003.10.24,2003.0,Invalid,usa,56.0,Shark involvement not confirmed,Oct,,M,Unspecified,adulto
802,2003.10.14,2003.0,Unprovoked,usa,19.0,1.2 m [4'] shark,Oct,N,M,Unspecified,joven
803,2003.10.05.a,2003.0,Unprovoked,usa,41.0,"1.2 m [4'] ""grey-colored shark""",Oct,N,F,Grey,adulto
804,2003.09.14.c,2003.0,Unprovoked,usa,30.0,3' shark,Sep,N,M,Unspecified,joven
805,2003.09.14.a,2003.0,Invalid,usa,,Shark involvement doubtful,Sep,,F,Unspecified,
806,2003.09.13.b,2003.0,Unprovoked,usa,18.0,6' shark,Sep,N,M,Unspecified,joven
807,2003.09.13.a,2003.0,Unprovoked,usa,15.0,7' shark,Sep,N,M,Unspecified,joven
808,2003.09.12,2003.0,Unprovoked,south africa,19.0,White shark,Sep,Y,M,White,joven
809,2003.08.19,2003.0,Unprovoked,usa,50.0,4.5 m to 5.5 m [15' to 18'] white shark,Aug,Y,F,White,adulto
810,2003.08.12,2003.0,Invalid,usa,31.0,Shark involvement not confirmed,Aug,,M,Unspecified,joven
811,2003.08.08,2003.0,Unprovoked,south africa,16.0,3.5 m [11.5'] white shark,Aug,N,M,White,joven
812,2003.07.09,2003.0,Unprovoked,bahamas,58.0,Unidentified species,Jul,N,M,Unspecified,mayor
813,2003.07.05.b,2003.0,Provoked,usa,10.0,2' shark,Jul,N,M,Unspecified,joven
814,2003.07.04,2003.0,Unprovoked,bahamas,39.0,2.1 m  [7'] bull shark,Jul,N,M,Bull,adulto
815,2003.06.30,2003.0,Unprovoked,usa,17.0,Unidentified species,Jun,N,M,Unspecified,joven
816,2003.06.26,2003.0,Unprovoked,usa,15.0,106 cm [3.5']  shark,Jun,N,M,Unspecified,joven
817,2003.06.24.b,2003.0,Unprovoked,usa,12.0,small brown shark,Jun,N,F,Unspecified,joven
818,2003.06.24.a,2003.0,Unprovoked,usa,60.0,3.7 m to 4.3 m [12' to 14'] shark,Jun,N,M,Unspecified,mayor
819,2003.06.19,2003.0,Unprovoked,usa,33.0,"""sand shark""",Jun,N,M,Unspecified,adulto
820,2003.05.14,2003.0,Unprovoked,usa,22.0,3' to 5' shark,May,N,M,Unspecified,joven
821,2003.05.10,2003.0,Unprovoked,usa,20.0,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark,May,N,M,Grey,joven
822,2003.05.07,2003.0,Provoked,usa,34.0,4' to 5' shark,May,N,M,Unspecified,adulto
823,2003.04.23.b,2003.0,Unprovoked,brazil,17.0,Bull shark,Apr,N,M,Bull,joven
824,2003.04.21.b,2003.0,Unprovoked,usa,36.0,Unidentified species,Apr,N,M,Unspecified,adulto
825,2003.04.21.a,2003.0,Unprovoked,usa,17.0,Unidentified species,Apr,N,M,Unspecified,joven
826,2003.04.20.c,2003.0,Unprovoked,usa,30.0,Unidentified species,Apr,N,M,Unspecified,joven
827,2003.04.20.b,2003.0,Unprovoked,usa,23.0,0.9 m to 1.2 m [3' to 4'] shark,Apr,N,M,Unspecified,joven
828,2003.04.20.a,2003.0,Unprovoked,usa,18.0,Unidentified species,Apr,N,M,Unspecified,joven
829,2003.04.19,2003.0,Unprovoked,usa,11.0,A small shark,Apr,N,M,Unspecified,joven
830,2003.04.18,2003.0,Unprovoked,usa,12.0,Unidentified species,Apr,N,M,Unspecified,joven
831,2003.04.15,2003.0,Unprovoked,usa,20.0,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee",Apr,N,M,Unspecified,joven
832,2003.04.11,2003.0,Unprovoked,venezuela,28.0,"Mako shark, 3 m [10']",Apr,N,M,Unspecified,joven
833,2003.04.04,2003.0,Unprovoked,usa,50.0,4' to 5' shark,Apr,N,M,Unspecified,adulto
834,2003.02.27,2003.0,Unprovoked,new zealand,44.0,2.5 m [8.25'] white shark,Feb,N,M,White,adulto
835,2003.02.15.b,2003.0,Unprovoked,australia,37.0,"""a small shark""",Feb,N,M,Unspecified,adulto
836,2003.02.15.a,2003.0,Unprovoked,usa,54.0,Species unidentified,Feb,N,M,Unspecified,adulto
837,2003.02.11,2003.0,Unprovoked,australia,24.0,Thought to involve a 2 m [6.75'] grey nurse shark,Feb,N,M,Grey,joven
838,2003.02.08,2003.0,Unprovoked,australia,28.70969899665552,Thought to involve a >2 m [6.75'] bull shark,Feb,Y,M,Bull,mayor
839,2003.01.17,2003.0,Invalid,south africa,14.0,Shark involvement prior to death was not confirmed,Jan,,M,Unspecified,joven
840,2002.12.24,2002.0,Unprovoked,south africa,25.0,"White shark, 4 m white shark",Dec,N,M,White,joven
841,2002.12.16,2002.0,Unprovoked,australia,23.0,Bull shark,Dec,Y,M,Bull,joven
842,2002.11.28.a,2002.0,Unprovoked,usa,48.0,3 m to 4.5 m [10' to 15'] white shark,Nov,N,M,White,adulto
843,2002.11.17,2002.0,Unprovoked,usa,34.0,2.4 m to 3 m [8' to 10'] grey colored shark,Nov,N,F,Grey,adulto
844,2002.11.14,2002.0,Unprovoked,turks & caicos,41.0,1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark ,Nov,N,F,Unspecified,adulto
845,2002.11.11,2002.0,Unprovoked,usa,21.0,6' shark,Nov,N,M,Unspecified,joven
846,2002.11.02,2002.0,Unprovoked,usa,16.0,3' to 4' shark,Nov,N,M,Unspecified,joven
847,2002.10.30,2002.0,Unprovoked,usa,60.0,A small shark,Oct,N,F,Unspecified,mayor
